timestamp,total_steps,emp_sitting,emp_staying,emp_standing,theo_sitting,theo_staying,theo_standing
2025-10-27 12:15:28,2,0.0,1.0,0.0,0.3076923076991368,0.3846153846017264,0.3076923076991368
